"District
Number",District,"Campus
Number",Campus,Region,County,"School
Type","Grades
Served","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Closing the Gaps","Distinction
Postsecondary
Readiness","US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
178904,CORPUS CHRISTI ISD,178904115,GARCIA EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,511,0.996,0.16,B,87,C,72,A,91,A,91,B,81,C,76,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904116,GIBSON EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,359,0.953,0.192,B,80,Not Rated: Senate Bill 1365,59,B,83,B,83,Not Rated: Senate Bill 1365,66,C,73,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904117,HOUSTON EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,296,0.949,0.118,A,92,C,78,A,95,A,95,B,88,B,84,,,Not Earned,Earned,Earned,,Earned,Earned,Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904118,KOSTORYZ EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,351,0.906,0.103,B,89,C,79,A,91,A,91,B,88,B,85,,,Earned,Not Earned,Not Earned,,Not Earned,Earned,Earned,27,27,32,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904121,LOS ENCINOS SES,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,268,0.896,0.183,A,91,B,83,A,93,A,93,A,90,B,85,,,Not Earned,Earned,Earned,,Earned,Earned,Earned,27,27,32,34,20,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904122,SHAW SES,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,358,0.958,0.243,B,87,Not Rated: Senate Bill 1365,64,A,93,A,93,C,72,C,73,,,Not Earned,Earned,Not Earned,,Earned,Not Earned,Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904123,MEADOWBROOK EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,317,0.861,0.079,B,85,C,71,B,88,B,88,C,78,C,79,,,Not Earned,Not Earned,Not Earned,,Not Earned,Earned,Earned,27,27,32,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904124,MENGER EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,236,0.873,0.059,B,87,C,72,A,91,A,91,C,79,C,77,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Earned,27,27,32,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904125,MONTCLAIR EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,KG - 05,No,No,298,0.812,0.02,B,85,C,72,B,89,B,89,C,79,C,77,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Earned,27,27,32,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904127,OAK PARK SPECIAL EMPHASIS SCHOOL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,532,0.959,0.107,B,81,Not Rated: Senate Bill 1365,53,B,83,B,83,Not Rated: Senate Bill 1365,55,C,75,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904130,SANDERS EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,333,0.82,0.048,B,87,Not Rated: Senate Bill 1365,65,A,92,A,92,C,70,C,74,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904132,SCHANEN ESTATES EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,370,0.854,0.038,B,80,C,70,B,80,B,80,C,75,C,79,,,Not Earned,Not Earned,Not Earned,,Not Earned,Earned,Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904134,SMITH EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,486,0.844,0.041,A,90,C,74,A,93,A,93,B,82,B,82,,,Not Earned,Earned,Not Earned,,Earned,Earned,Earned,27,27,32,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904136,TRAVIS EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,401,0.99,0.055,C,78,Not Rated: Senate Bill 1365,54,B,80,B,80,Not Rated: Senate Bill 1365,56,C,73,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904138,CALK-WILSON EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,700,0.853,0.057,C,78,C,70,B,80,B,80,C,75,C,74,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Earned,27,27,34,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904139,WINDSOR PARK G/T,REGION 02: CORPUS CHRISTI,NUECES,Elementary,5-Jan,No,No,585,0.285,0.039,A,98,A,97,A,96,A,93,A,96,A,100,,,Earned,Earned,Earned,,Earned,Earned,Earned,27,27,32,32,20,20,SELECTIVE ENRL SCHL-SPCL PGM-BASED
178904,CORPUS CHRISTI ISD,178904140,WOODLAWN EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,306,0.824,0.062,A,94,B,83,A,94,A,94,A,90,A,94,,,Earned,Earned,Earned,,Earned,Earned,Earned,27,27,32,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904141,YEAGER EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,276,0.862,0.076,C,72,Not Rated: Senate Bill 1365,69,C,75,C,75,C,75,Not Rated: Senate Bill 1365,65,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904142,ZAVALA EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,418,0.983,0.199,C,79,Not Rated: Senate Bill 1365,54,B,83,B,83,Not Rated: Senate Bill 1365,56,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904146,CLUB ESTATES,REGION 02: CORPUS CHRISTI,NUECES,Elementary,KG - 05,No,No,360,0.739,0.022,A,93,C,79,A,91,A,91,B,85,A,96,,,Not Earned,Not Earned,Earned,,Earned,Earned,Earned,27,27,32,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904148,MOORE EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,516,0.903,0.118,C,77,Not Rated: Senate Bill 1365,67,C,77,C,77,C,74,C,77,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,32,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904149,MIRELES EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,599,0.392,0.035,A,94,B,83,A,92,A,92,C,77,A,100,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Not Earned,27,27,32,32,20,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904150,GALVAN EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,486,0.77,0.091,B,87,C,72,A,91,A,91,C,79,C,79,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,32,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904151,JONES EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,494,0.601,0.04,B,84,C,78,B,83,B,83,B,82,B,86,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904152,BARNES EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,623,0.518,0.047,A,95,B,80,A,93,A,93,B,81,A,100,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Not Earned,27,27,32,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904153,EARLY CHILDHOOD DEVELOPMENT CTR,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,138,0.652,0.37,B,87,A,91,A,91,C,75,A,91,C,77,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Earned,27,27,32,32,20,20,SELECTIVE ENROL SCHL-CRITERIA-BASED
178904,CORPUS CHRISTI ISD,178904154,DAWSON EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,473,0.645,0.051,B,89,C,76,A,91,A,91,B,80,B,83,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,27,27,34,32,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178904,CORPUS CHRISTI ISD,178904157,FAYE WEBB EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,661,0.496,0.053,A,92,B,88,A,90,A,90,B,85,A,96,,,Not Earned,Not Earned,Earned,,Earned,Earned,Earned,27,27,32,32,20,20,COMBINED ENROLLMENT TYPE SCHOOL
178904,CORPUS CHRISTI ISD,178904158,KOLDA EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,859,0.378,0.051,A,91,A,91,A,94,A,94,B,85,B,85,,,Earned,Not Earned,Not Earned,,Earned,Not Earned,Earned,27,27,32,32,20,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178905,DRISCOLL ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,272,0.912,0.029,B,89,B,83,A,90,A,90,A,90,B,88,,,,,,,,,,,,,,,,
178905,DRISCOLL ISD,178905041,DRISCOLL EL & MIDDLE,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 08,No,No,272,0.912,0.029,B,89,B,83,A,90,A,90,A,90,B,88,,,Earned,Not Earned,Earned,Earned,Earned,Earned,Earned,27,27,34,34,20,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178906,LONDON ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,1427,0.144,0.009,A,95,A,93,A,93,A,93,B,83,A,100,,,,,,,,,Not Earned,,,,,,,
178906,LONDON ISD,178906001,LONDON H S,REGION 02: CORPUS CHRISTI,NUECES,High School,12-Sep,No,No,466,0.165,0.009,A,95,A,93,B,89,B,89,B,80,A,100,,,Earned,Earned,Earned,Not Earned,Earned,Earned,Not Earned,27,27,34,32,20,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178906,LONDON ISD,178906041,LONDON MIDDLE,REGION 02: CORPUS CHRISTI,NUECES,Middle School,8-Jun,No,No,354,0.141,0.008,A,95,A,93,A,92,A,92,B,85,A,100,,,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,Earned,27,27,34,32,20,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178906,LONDON ISD,178906101,LONDON EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 02,No,No,298,0.131,0.007,A,95,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,34,32,20,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178906,LONDON ISD,178906103,LONDON INT,REGION 02: CORPUS CHRISTI,NUECES,Elementary,5-Mar,No,No,309,0.129,0.013,A,95,A,92,A,93,A,93,C,77,A,100,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Not Earned,27,27,34,32,20,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178908,PORT ARANSAS ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,524,0.29,0.023,A,97,A,96,A,93,B,87,A,93,A,100,,,,,,,,,Earned,,,,,,,
178908,PORT ARANSAS ISD,178908001,PORT ARANSAS H S,REGION 02: CORPUS CHRISTI,NUECES,High School,12-Sep,No,No,194,0.222,0.01,A,97,A,96,B,89,B,81,B,89,A,100,,,Earned,Earned,Not Earned,Earned,Not Earned,Earned,Earned,27,27,32,32,18,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178908,PORT ARANSAS ISD,178908041,BRUNDRETT MIDDLE,REGION 02: CORPUS CHRISTI,NUECES,Middle School,8-Jun,No,No,126,0.278,0,B,88,A,91,B,83,C,77,B,83,B,82,,,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Earned,27,27,32,32,18,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178908,PORT ARANSAS ISD,178908101,OLSEN EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,204,0.363,0.049,A,92,B,89,A,91,A,91,B,81,A,94,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Earned,27,27,32,32,18,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178909,ROBSTOWN ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,2479,0.902,0.042,B,85,C,76,B,89,Not Rated: Senate Bill 1365,69,A,90,C,74,,,,,,,,,Not Earned,,,,,,,
178909,ROBSTOWN ISD,178909001,ROBSTOWN EARLY COLLEGE H S,REGION 02: CORPUS CHRISTI,NUECES,High School,12-Sep,No,No,718,0.873,0.029,B,83,C,78,B,86,Not Rated: Senate Bill 1365,60,B,86,C,75,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178909,ROBSTOWN ISD,178909005,SALAZAR CROSSROADS ACADEMY,REGION 02: CORPUS CHRISTI,NUECES,High School,12-Sep,Yes,No,27,0.963,0,C,78,C,78,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Comprehensive Progress,,,,,,,,,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178909,ROBSTOWN ISD,178909041,SEALE J H,REGION 02: CORPUS CHRISTI,NUECES,Middle School,8-Jun,No,No,549,0.902,0.064,C,70,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,59,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178909,ROBSTOWN ISD,178909101,SAN PEDRO EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,226,0.92,0.04,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,56,C,70,C,70,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,63,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178909,ROBSTOWN ISD,178909103,LOTSPEICH EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,342,0.909,0.029,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,65,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178909,ROBSTOWN ISD,178909105,ROBERT DRISCOLL JR EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - 05,No,No,617,0.924,0.047,C,77,Not Rated: Senate Bill 1365,67,B,80,B,80,C,74,C,71,,,Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178912,TULOSO-MIDWAY ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,3745,0.634,0.08,B,87,C,73,B,89,B,89,Not Rated: Senate Bill 1365,67,B,83,,,,,,,,,Not Earned,,,,,,,
178912,TULOSO-MIDWAY ISD,178912001,TULOSO-MIDWAY H S,REGION 02: CORPUS CHRISTI,NUECES,High School,12-Sep,No,No,1065,0.544,0.059,B,86,B,88,B,89,C,78,B,89,C,78,,,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178912,TULOSO-MIDWAY ISD,178912002,TULOSO-MIDWAY ACADEMIC CAREER CENTER,REGION 02: CORPUS CHRISTI,NUECES,High School,12-Sep,Yes,No,41,0.902,0.049,B,89,B,87,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,34,34,20,20,SELECTIVE ENROL SCHL-CRITERIA-BASED
178912,TULOSO-MIDWAY ISD,178912003,NUECES CO J J A E P,REGION 02: CORPUS CHRISTI,NUECES,High School,9-Sep,No,No,1,1,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,34,34,20,20,SPECIAL ASSIGNMENT SCHOOL
178912,TULOSO-MIDWAY ISD,178912041,TULOSO-MIDWAY MIDDLE,REGION 02: CORPUS CHRISTI,NUECES,Middle School,8-Jun,No,No,858,0.604,0.097,B,83,B,80,B,84,B,80,B,84,B,82,Targeted Support,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Earned,Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178912,TULOSO-MIDWAY ISD,178912101,TULOSO-MIDWAY PRI,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 02,No,No,950,0.722,0.085,A,90,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178912,TULOSO-MIDWAY ISD,178912104,TULOSO-MIDWAY INT,REGION 02: CORPUS CHRISTI,NUECES,Elementary,5-Mar,No,No,830,0.665,0.084,A,90,C,79,A,91,A,91,B,84,B,86,,,Earned,Not Earned,Earned,,Earned,Earned,Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178913,BANQUETE ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,858,0.607,0.027,A,93,A,92,A,92,A,91,A,92,A,96,,,,,,,,,Not Earned,,,,,,,
178913,BANQUETE ISD,178913001,BANQUETE H S,REGION 02: CORPUS CHRISTI,NUECES,High School,12-Sep,No,No,284,0.556,0.039,B,89,A,90,B,89,B,88,B,89,B,88,,,Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,27,27,34,34,20,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178913,BANQUETE ISD,178913041,BANQUETE J H,REGION 02: CORPUS CHRISTI,NUECES,Middle School,8-Jun,No,No,209,0.612,0.038,A,90,B,83,B,88,B,83,B,88,A,93,,,Not Earned,Earned,Earned,Not Earned,Not Earned,Earned,Earned,27,27,34,34,20,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178913,BANQUETE ISD,178913101,BANQUETE EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 05,No,No,365,0.644,0.011,A,93,B,86,A,92,A,92,B,88,A,96,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Earned,27,27,34,34,20,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,5523,0.487,0.03,A,90,B,87,A,91,A,91,A,90,B,86,,,,,,,,,Not Earned,,,,,,,
178914,FLOUR BLUFF ISD,178914001,FLOUR BLUFF H S,REGION 02: CORPUS CHRISTI,NUECES,High School,12-Sep,No,No,1879,0.388,0.013,B,85,B,86,B,82,B,80,B,82,B,81,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,27,27,32,32,20,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,178914004,NUECES CO J J A E P,REGION 02: CORPUS CHRISTI,NUECES,High School,10-Oct,No,No,1,1,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,32,32,20,27,SPECIAL ASSIGNMENT SCHOOL
178914,FLOUR BLUFF ISD,178914041,FLOUR BLUFF J H,REGION 02: CORPUS CHRISTI,NUECES,Middle School,8-Jul,No,No,937,0.507,0.028,A,94,A,90,A,92,A,92,A,90,A,100,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,27,27,32,32,20,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,178914101,FLOUR BLUFF EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,4-Mar,No,No,736,0.496,0.042,B,83,B,86,B,84,B,82,B,84,C,77,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,27,27,32,32,20,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,178914103,FLOUR BLUFF PRI,REGION 02: CORPUS CHRISTI,NUECES,Elementary,2-Jan,No,No,713,0.564,0.05,B,83,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,32,32,20,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,178914105,FLOUR BLUFF INT,REGION 02: CORPUS CHRISTI,NUECES,Middle School,6-May,No,No,794,0.506,0.037,A,93,B,89,A,90,B,86,A,90,A,100,,,Earned,Earned,Earned,,Earned,Earned,Earned,27,27,32,32,20,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178914,FLOUR BLUFF ISD,178914106,EARLY CHILDHOOD CENTER,REGION 02: CORPUS CHRISTI,NUECES,Elementary,PK - KG,No,No,463,0.676,0.048,B,83,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,32,32,20,27,ZONED SCHOOL-TRANSFERS ACCEPTED
178915,WEST OSO ISD,,,REGION 02: CORPUS CHRISTI,NUECES,District,,No,No,1964,0.991,0.079,B,84,C,79,B,87,B,87,B,85,C,78,,,,,,,,,Not Earned,,,,,,,
178915,WEST OSO ISD,178915001,WEST OSO H S,REGION 02: CORPUS CHRISTI,NUECES,High School,12-Sep,No,No,580,0.99,0.055,B,81,B,81,B,83,B,80,B,83,C,76,,,Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178915,WEST OSO ISD,178915002,WEST OSO ISD JJAEP,REGION 02: CORPUS CHRISTI,NUECES,Middle School,8-Aug,No,No,1,1,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,34,34,20,20,SPECIAL ASSIGNMENT SCHOOL
178915,WEST OSO ISD,178915041,WEST OSO J H,REGION 02: CORPUS CHRISTI,NUECES,Middle School,8-Jun,No,No,484,0.988,0.093,C,74,Not Rated: Senate Bill 1365,60,C,75,C,75,C,72,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178915,WEST OSO ISD,178915102,KENNEDY EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,EE - 02,No,No,494,0.992,0.079,B,88,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
178915,WEST OSO ISD,178915104,WEST OSO EL,REGION 02: CORPUS CHRISTI,NUECES,Elementary,5-Mar,No,No,405,0.998,0.096,B,88,C,71,A,92,A,92,B,80,C,78,,,Earned,Earned,Not Earned,,Earned,Earned,Earned,27,27,34,34,20,20,ZONED SCHOOL-TRANSFERS ACCEPTED
179901,PERRYTON ISD,,,REGION 16: AMARILLO,OCHILTREE,District,,No,No,2046,0.618,0.326,A,91,B,89,A,90,B,87,A,90,A,92,,,,,,,,,Earned,,,,,,,
179901,PERRYTON ISD,179901001,PERRYTON H S,REGION 16: AMARILLO,OCHILTREE,High School,12-Sep,No,No,630,0.571,0.202,B,88,B,89,B,88,B,88,B,87,B,86,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,13,13,88,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
179901,PERRYTON ISD,179901002,LUDI PENA MARTIN ACCELERATED EDUCATION CENTER,REGION 16: AMARILLO,OCHILTREE,High School,12-Sep,Yes,No,22,0.818,0.455,B,86,B,86,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,13,88,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
179901,PERRYTON ISD,179901041,PERRYTON J H,REGION 16: AMARILLO,OCHILTREE,Middle School,8-Jun,No,No,454,0.617,0.306,B,86,B,85,A,90,C,72,A,90,C,78,Comprehensive Progress,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,13,13,88,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
179901,PERRYTON ISD,179901101,PERRYTON KINDER,REGION 16: AMARILLO,OCHILTREE,Elementary,EE - KG,No,No,229,0.738,0.472,B,87,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,13,88,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
179901,PERRYTON ISD,179901102,JAMES L WRIGHT EL,REGION 16: AMARILLO,OCHILTREE,Elementary,3-Jan,No,No,435,0.632,0.391,B,87,B,82,B,85,Not Rated,.,B,85,A,90,,,Not Earned,Earned,,,,Earned,Earned,13,13,88,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
